Libellé ROME,Code OGR,cluster_1,cluster_2,cluster_3,code_ROME,encoding_label
Chef d'équipe de maintenance de distributeurs automatiques,12416,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance de distributeurs automatiques,I1303,
Chef d'équipe de maintenance de Machines à Sous - MAS,38333,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance de distributeurs automatiques,I1303,
Dabiste,38328,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance de distributeurs automatiques,I1303,
Technicien / Technicienne de maintenance de distributeurs automatiques,19812,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance de distributeurs automatiques,I1303,
Technicien / Technicienne de maintenance de Machines à Sous - MAS,38334,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance de distributeurs automatiques,I1303,
Agent / Agente de maintenance industrielle,10501,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Agent / Agente de maîtrise d'atelier de maintenance industrielle,10506,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Agent / Agente de maîtrise d'entretien en électromécanique,10513,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Agent / Agente de maîtrise de maintenance industrielle,10510,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef d'atelier d'entretien et de maintenance industrielle,12047,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef d'atelier de maintenance d'équipements d'exploitation,12038,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef d'atelier de maintenance d'équipements de production,12037,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef d'atelier de maintenance de matériels,38159,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef d'atelier de maintenance en électromécanique,12041,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef d'atelier de maintenance industrielle,12042,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef d'équipe de maintenance industrielle,12418,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Chef de chantier de maintenance en électromécanique,38501,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Contremaître / Contremaîtresse de maintenance industrielle,13564,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Dépanneur électromécanicien / Dépanneuse électromécanicienne d'équipements industriels,38857,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Dispatcheur / Dispatcheuse de techniciens de maintenance,14497,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Électromécanicien / Électromécanicienne d'équipements d'exploitation,14660,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Électromécanicien / Électromécanicienne d'équipements industriels,14661,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Électromécanicien / Électromécanicienne de maintenance industrielle,14653,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Électromécanicien / Électromécanicienne en machines tournantes,14662,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Électrotechnicien / Électrotechnicienne branche industrie,14679,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Mécanicien / Mécanicienne de maintenance de matériel ferroviaire,16473,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Monteur / Monteuse sprinkler,200107,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Nivoculteur / Nivocultrice,38448,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne d'installation d'équipements industriels,19996,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne d'installation industrielle,20004,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance d'équipements d'exploitation,19827,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance d'équipements de parcs d'attractions,19825,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance d'équipements de production,19826,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance de parcs éoliens,38160,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance en équipements industriels,19840,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance industrielle,19870,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance industrielle polyvalente,19871,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de maintenance process,19872,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de matériel ferroviaire,19876,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de matériels roulants,19877,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne de mise en service d'équipements industriels,19885,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien / Technicienne montage et maintenance d'éoliennes domestiques,38741,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien électrotechnicien / Technicienne électrotechnicienne en installation d'exploitation,20033,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien électrotechnicien / Technicienne électrotechnicienne en installation industrielle,20034,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
Technicien itinérant / Technicienne itinérante de maintenance Service Après-Vente -SAV-,20175,Installation et Maintenance,"Equipements de production, équipements collectifs",Installation et maintenance d'équipements industriels et d'exploitation,I1304,
